EG	GN	SP	GI	Description	
EG10001	alr	P0A6B4	g1790487	Alanine racemase
EG13753	ydcJ	P76097	g1787692	Function unknown
EG13754	ydcK	P76100	g1787698	Function unknown
EG13755	ydcL	P64451	g1787701	Novel verified lipoprotein, function unknown
EG13756	ydcM	P76102	g1787702	Function unknown
EG13757	ydcN	P77626	g1787704	Function unknown
EG13758	ydcO	P76103	g87081909	Function unknown
EG13759	ydcP	P76104	g87081910	Function unknown, U32 peptidase family
EG13760	ydcQ	P67697	g1787709	Mutational suppressor of null rpoE lethality
EG13761	ydcR	P77730	g1787710	Putative HTH transcriptional regulator with aminotransferase domain; MocR family
EG13762	ydcS	P76108	g1787711	Putative ABC transporter periplasmic binding protein; upregulated during glucose-limitation; rpoS regulon
EG13763	ydcT	P77795	g1787712	Function unknown; putative ABC transporter ATP-binding protein; potA homolog
EG13764	ydcU	P77156	g1787713	Function unknown; putative ABC transporter permease protein; homologous to potB and potH
EG13765	ydcV	P0AFR9	g1787714	Function unknown; putative ABC transporter permease protein; homologous to potC and potI
EG13766	ydcW	P77674	g1787715	Gamma-Aminobutyraldehyde dehydrogenase (ABALDH); also active on medium chain aldehydes
EG13767	ydcX	P64453	g87081912	Required for swarming phenotype, function unknown
EG13768	ydcY	P64455	g1787717	Function unknown
EG13769	ydcZ	P76111	g1787718	Required for swarming phenotype, function unknown
EG13770	yncA	P76112	g1787719	Putative acetyltransferase
EG13772	yncB	P76113	g87081913	Function unknown
EG13773	yncC	P76114	g87081914	Function unknown; Salmonella ortholog regulated by RpoS
EG13774	yncD	P76115	g1787723	Function unknown
EG13775	yncE	P76116	g1787724	Secreted protein, function unknown
EG13776	ansP	P77610	g87081915	Putative L-Asparagine permease
EG13777	yncG	P76117	g1787726	Function unknown, glutathione S-transferase homolog
EG13778	yncH	P76118	g1787727	Required for swarming phenotype, function unknown
EG13779	yddH	P76121	g87081916	Function unknown
EG13780	nhoA	P77567	g1787736	N-hydroxyarylamine O-acetyltransferase
EG13781	yddJ	P76122	g1787744	Function unknown
EG13782	yddK	P76123	g1787745	Pseudogene, C-terminal fragment, leucine-rich
EG13783	yddL	Null	g1787746	Pseudogene, OmpCFN porin family, N-terminal fragment
EG13784	yddM	P67699	g1787751	Function unknown
EG13786	ddpF	P77622	g1787758	D,D-dipeptide permease system, ATP-binding (hydrolysis?) component
EG13787	ddpD	P77268	g1787759	D,D-dipeptide permease system, ATP-binding (hydrolysis?) component
EG13788	ddpC	P77463	g1787760	D,D-dipeptide permease system, membrane translocase
EG13789	ddpB	P77308	g1787761	D,D-dipeptide permease system, membrane translocase
EG13790	ddpA	P76128	g1787762	D,D-dipeptide permease system, periplasmic dipeptide binding protein
EG13791	ddpX	P77790	g1787763	D-Ala-D-Ala dipeptidase
EG13792	dos	P76129	g87081921	cAMP and and c-di-GMP phosphodiesterase; mutant has elveated cAMP under aerobic conditions; tetrameric
EG13793	yddV	P0AA89	g87081922	Diguanylate cyclase
EG13794	yddW	P64426	g1787767	Novel verified lipoprotein, function unknown; related to glycosyl hydrolases
EG13795	ydeM	P76134	g87081923	Function unknown, Radical SAM superfamily
EG13796	ydeN	P77318	g87081924	Function unknown
EG13797	ydeO	P76135	g1787776	Required for acid resistance conferred by EvgA overexpression; AraC-type transcriptional regulator
EG13798	ydeP	P77561	g1787778	Required for acid resistance conferred by EvgA overexpression; oxidoreductase homolog
EG13799	ydeQ	P77588	g1787779	Function unknown, fimH homolog
EG13800	ydeR	P77294	g1787780	Function unknown, FimA homolog
EG13801	ydeS	P77789	g1787781	Function unknown, FimA homolog
EG13802	ydeT	P76137	g1787782	Pseudogene, FimD family, C-terminal fragment
EG13803	ydeU	P77286	g1787787	Autotransporter homolog, function unknown
EG13804	lsrK	P77432	g1787789	Autoinducer-2 (AI-2) kinase; upregulated in biofilms
EG13805	lsrR	P76141	g1787791	lsrACDBFGE operon regulator for autoinducer-2 (AI-2) uptake; induced by phospho-AI-2
EG13806	lsrA	P77257	g1787792	Autoinducer-2 (AI-2) uptake; essential for aerobic growth; upregulated in biofilms
EG13807	lsrC	P77672	g1787793	Autoinducer-2 (AI-2) uptake
EG13808	lsrD	P0AFS1	g1787794	Autoinducer-2 (AI-2) uptake
EG13809	lsrB	P76142	g1787795	Autoinducer-2 (AI-2) uptake
EG13810	lsrF	P76143	g1787796	Function unknown, involved in AI-2 catabolism
EG13811	lsrG	P64461	g1787797	Function unknown, involved in AI-2 catabolism; ygiN paralog
EG13812	tam	P76145	g1787798	trans-aconitate methyltransferase, SAM-dependent
EG13813	yneE	P76146	g87081925	Required for swarming phenotype, function unknown
EG13814	yneF	P76147	g1787802	Function unknown
EG13815	yneG	P76148	g1787803	Function unknown
EG13816	yneH	P0A6W0	g1787804	Probable glutaminase
EG13817	yneI	P76149	g87081926	Predicted aldehyde dehydrogenase; 
EG13818	yneJ	P77309	g1787806	Probable LysR-family transcriptional regulator, function unknown
EG13819	yneK	P76150	g1787807	Function unknown
EG13820	ydfH	P0ACM2	g1787821	Function unknown
EG13821	ydfI	P77260	g1787823	Function unknown
EG13822	ydfJ	P77228	g1787824	Pseudogene reconstruction, MFS family, interrupted by Qin
EG13823	ydfK	P76154	g1787826	Cold shock gene, function unknown, Qin prophage
EG13824	pinQ	P77170	g1787827	DNA invertase, site-specific recombination, Qin prophage
EG13825	tfaQ	P76155	g2367120	Phage lambda tail fiber assembly gene homolog, Qin prophage
EG13826	ydfN	P77515	g1787829	Function unknown, Qin prophage
EG13827	ydfO	P76156	g87081931	Function unknown, Qin prophage
EG13828	ydfP	P76158	g1787835	Function unknown, Qin prophage
EG13829	ydfQ	P76159	g1787836	Function unknown, Qin prophage
EG13830	ydfR	P76160	g1787837	Function unknown, Qin prophage
EG13831	essQ	P77237	g87081934	Phage lambda S lysis protein homolog, Qin prophage
EG13832	ydfT	P76161	g87081935	Required for swarming phenotype, function unknown; Qin prophage
EG13833	ydfU	P76162	g87081936	Function unknown, Qin prophage
EG13834	ydfV	P76163	g1787848	Function unknown, Qin prophage
EG13835	ydfW	P76164	g1787850	Function unknown, Qin prophage
EG13836	ydfX	P76165	g1787851	Function unknown, Qin prophage
EG13837	gnsB	P77695	g87081932	Multicopy suppressor of secG(Cs) and fabA6(Ts), Qin prophage; overexpression increases unsaturated fatty acid content of phospholipids; gnsA paralog
EG13838	ydfZ	P64463	g1787822	Binds selenium, function unknown
EG13839	ynfA	P76169	g1787865	Inner membrane protein, function unknown
EG13840	ynfB	P76170	g1787866	Function unknown
EG13841	ynfC	P67553	g87081939	Verified lipoprotein, function unknown
EG13842	ynfD	P76172	g87081940	Secreted protein, function unknown
EG13843	ynfE	P77374	g1787870	Putative periplasmic reductase, function unknown
EG13844	ynfF	P77783	g87081941	S- and N-oxide reductase, A subunit; probably periplasmic
EG13845	ynfG	P0AAJ1	g1787872	S- and N-oxide reductase, apparent Fe-S binding subunit; required for swarming phenotype
EG13846	ynfH	P76173	g1787873	S- and N-oxide reductase, membrane bound anchor
EG13847	dmsD	P69853	g87081942	Twin-arginine leader-binding protein; binds DmsA and TorA TAT signal peptides; required for anaerobic growth on glycerol-DMSO medium; stimulates growth on glycerol-fumarate
EG13848	clcB	P76175	g87081943	Voltage-gated ClC-type chloride channel; involved in the extreme acid response
EG13849	ynfK	P0A6E9	g87081944	Putative dethiobiotin synthase, function unknown
EG13850	ynfL	P77559	g1787879	Probable LysR-family transcriptional regulator, function unknown; overexpression confers sensitivity to acriflavin and trimethoprim
EG13851	cusR	P0ACZ8	g1786784	Response regulator of the cusCFBA-cusRS divergon; cusS sensor and cusR mediate copper induction
EG13853	rutG	P75892	g87081818	Gene in rut operon for pyrimidine nitrogen catabolism; putative pyrimidine permease
EG13854	rutF	P75893	g87081819	Gene in rut operon for pyrimidine nitrogen catabolism; putative flavin:NADH reductase
EG13855	rutE	P75894	g1787243	Putative nitroreductase in rut operon; pyrimidine nitrogen catabolism
EG13856	rutD	P75895	g1787244	Gene in rut operon for pyrimidine nitrogen catabolism; putative hydrolase/esterase
EG13857	rutC	P0AFQ5	g1787245	Gene in rut operon for pyrimidine nitrogen catabolism, function unknown
EG13858	rutB	P75897	g87081820	Gene in rut operon for pyrimidine nitrogen catabolism; putative isochorismatase
EG13859	rutA	P75898	g1787247	Gene in rut operon for pyrimidine nitrogen catabolism; putative luciferase-like monooxygenase
EG13860	efeU	P75901	g87081821	Pseudogene reconstruction, ferrous iron permease; intact gene involved in iron uptake
EG13861	ycdO	P0AB24	g1787254	Acid-inducible periplasmic protein, function unknown; monomeric
EG13862	pgaD	P69432	g1787258	Required for biofilm adhesin polysaccharide PGA synthesis
EG13863	pgaC	P75905	g1787259	Required for biofilm adhesin polysaccharide PGA synthesis; putative polysaccharide polymerase
EG13864	pgaB	P75906	g1787260	Lipoprotein required for biofilm PGA synthesis; polysaccharide deacetylase homolog
EG13865	pgaA	P69434	g1787261	Required for biofilm adhesin polysaccharide PGA synthesis; putative OM protein
EG13866	ycdT	P75908	g1787262	Function unknown
EG13867	ycdU	P75910	g1787267	Function unknown
EG13869	ghrA	P75913	g87081824	Glyoxylate/hydroxypyruvate reductase; activity higher on glyoxylate than hydroxypyruvate
EG13870	ycdX	P75914	g1787271	Putative phosphoesterase; structure reveals a trinuclear zinc active site
EG13871	ycdY	P75915	g1787272	Putative TAT signal peptide binding protein, function unknown; also putative co-factor insertion chaperone; required for swarming phenotype
EG13872	ycdZ	P75916	g87081825	Function unknown, probable inner membrane protein
EG13873	ymdA	P75917	g1787281	Function unknown
EG13874	ymdB	P0A8D6	g1787283	Function unknown
EG13875	ymdC	P75919	g87081826	Function unknown
EG13876	mdoC	P75920	g1787285	Succinylation of osmoregulated periplasmic oligosaccharides; membrane protein
EG13877	cspI	P0A986	g1787834	Cold shock protein, Qin prophage; cold shock inducible
EG13878	mdtH	P69367	g87081828	Multidrug resistance efflux transporter; overexpression resistance to norfloxacin and enoxacin
EG13879	yceM	P75931	g1787307	Putative oxidoreductase, function unknown
EG13880	yceN	P0AF16	g1787309	Function unknown
EG13881	sfmA	P0ABW5	g87081753	Function unknown, FimA homolog
EG13882	sfmC	P77249	g1786743	Putative periplasmic pilus chaperone, function unknown
EG13883	sfmD	P77468	g1786744	Putative outer membrane fimbrial subunit export usher protein; function unknown
EG13884	sfmH	P75715	g1786745	Salmonella fimbriae gene homolog
EG13885	elbA	P75987	g1787407	Involved in isoprenoid biosynthesis
EG13886	ycgE	P75989	g1787409	Function unknown
EG13887	ycgF	P75990	g1787410	Cold shock gene, binds FAD
EG13888	ycgG	P75995	g87081845	Function unknown
EG13889	ycgH	Null	g87081847	Probable pseudogene
EG13890	ycgI	P76000	g1787421	Pseudogene reconstruction, autotransporter homolog
EG13891	ycgJ	P76001	g1787425	Function unknown
EG13892	ycgK	P76002	g1787426	Secreted protein, function unknown
EG13893	ycgL	P0AB43	g1787427	Function unknown, low abundance protein
EG13894	ycgM	P76004	g1787428	Function unknown
EG13895	ycgN	P0A8L5	g87081852	Function unknown
EG13896	cvrA	P76007	g87081854	Required for growth at low osmolarity; similar to eukaryotic Na+/H+ exchangers, but not involved in Na+ extrusion; proposed to be involved in the regulation of cell volume
EG13897	emtA	P76009	g87081855	Membrane-bound transglycosylase lipoprotein; involved in limited murein hydrolysis
EG13898	ldcA	P76008	g1787441	L,D-carboxypeptidase A, essential cytoplasmic protease that cleaves the terminal D-alanine from cytoplasmic muropeptides
EG13899	ycgR	P76010	g1787443	Cyclic-di-GMP receptor, regulates motility; mutation suppresses motility defect of hns and yhjH mutants
EG13900	dhaL	P76014	g1787449	Dihydroxyacetone kinase, PTS-dependent ADP-binding subunit II; DhaK(2):DhaL:DhaM(2) complex
EG13901	dhaK	P76015	g87081857	Dihydroxyacetone kinase, PTS-dependent, subunit I; DhaK(2):DhaL:DhaM(2) complex
EG13902	dhaR	P76016	g87081858	Transcription activator of the dhaKLM operon
EG13903	ycgV	P76017	g1787452	Overexpression increases adhesion and biofilm formation; probable adhesin, function unknown
EG13904	yciS	P0ACV4	g1787535	Function unknown
EG13905	yciT	P76034	g1787540	Global regulator of transcription; DeoR family repressor
EG13906	mpaA	P0ACV6	g1787586	Murein tripeptide hydrolysis, cleaves glutamyl-DAP bond; cytoplasmic enzyme probably responsible for the degardation of murein tripeptide that is not recycled
EG13907	puuP	P76037	g87081869	Putrescine importer
EG13908	puuA	P78061	g87081870	gamma-Glu-putrescine synthase, putrescine utilization pathway
EG13909	puuD	P76038	g87081871	gamma-Glu-GABA hydrolase, putrescine utilization pathway
EG13910	ycjM	P76041	g87081873	Function unknown, homologous to sucrose phosphorylase
EG13911	ycjN	P76042	g1787569	Lipoprotein, function unknown; predicted ABC transporter periplasmic binding protein
EG13912	ycjO	P0AFR7	g1787570	Function unknown, probable ABC transporter permease
EG13913	ycjP	P77716	g1787571	Function unknown, probable ABC transporter permease
EG13914	ycjQ	P76043	g1787572	Function unknown, alcohol dehydrogenase homolog
EG13915	ycjR	P76044	g87081874	Function unknown, sugar isomerase homolog
EG13916	ycjS	P77503	g1787574	Function unknown, putative oxidoreductase
EG13917	ycjT	P77154	g1787575	Function unknown, homologous to glycosyl hydrolases
EG13918	ycjU	P77366	g1787576	beta-phosphoglucomutase; HAD11
EG13919	ycjV	P77481	g1787577	Pseudogene reconstruction, malK paralog
EG13920	ycjW	P77615	g1787580	Required for swarming phenotype, function unknown
EG13921	ycjX	P76046	g1787581	Function unknown
EG13922	ycjY	P76049	g1787587	Putative serine dipeptidyl peptidase possibly involved in cleavage of murein peptides; no activity on model substrates detected
EG13923	ycjZ	P77333	g1787589	Required for swarming phenotype, function unknown
EG13924	ynaI	P0AEB5	g1787591	Putative mechanosensitive channel protein, function unknown
EG13925	ydgD	P76176	g1787882	Predicted protease, function unknown
EG13926	mdtI	P69210	g1787883	Multidrug resistance efflux protein, with MdtJ; overexpression resistance to deoxycholate, SDS, nalidixic acid and fosfomycin
EG13927	mdtJ	P69212	g1787884	Multidrug resistance efflux protein, with MdtI; overexpression resistance to deoxycholate, SDS, nalidixic acid and fosfomycin
EG13928	tqsA	P0AFS5	g1787885	Pheromone AI-2 transporter; mutants have increased intracellular AI-2 and decreased extracellular AI-2; controls biofilm formation
EG13929	ydgH	P76177	g1787889	Periplasmic protein, function unknown; YhcN family
EG13930	ydgI	P0AAE5	g1787890	Putative arginine/ornithine antiporter
EG13931	ydgJ	P77376	g87081947	Putative oxidoreductase; yhhX paralog
EG13932	ydgK	P76180	g87081948	Membrane protein, function unknown
EG13933	rsxA	P0A766	g1787914	Required for the reduction of SoxR; membrane protein
EG13934	rsxB	P77223	g1787915	Required for the reduction of SoxR; predicted iron-sulfur protein
EG13935	rsxC	P77611	g1787916	Required for the reduction of SoxR; putative membrane-associated NADH oxidoreductase
EG13936	rsxD	P76182	g1787917	Required for the reduction of SoxR; putative membrane protein
EG13937	rsxG	P77285	g1787918	Required for the reduction of SoxR; putative membrane protein
EG13938	rsxE	P77179	g1787919	Required for the reduction of SoxR; membrane protein
EG13939	tppB	P77304	g1787922	Tripeptide and dipeptide permease
EG13940	pdxY	P77150	g1787924	Pyridoxal kinase
EG13942	anmK	P77570	g1787928	Anhydro-N-acetylmuramic acid kinase, murein recycling
EG13943	ydhI	P64471	g1787931	Putative membrane protein, in operon with putative efflux pump YdhJK
EG13944	ydhJ	P76185	g87081951	Putative membrane fusion protein (MFP) of YdhJK efflux pump, function unknown
EG13945	ydhK	P76186	g1787933	Putative efflux protein family (PET) component of YdhJK efflux pump, function unknown
EG13946	ydhL	P64474	g87081952	Function unknown
EG13947	ydhM	P67430	g87081953	Putative transcriptional repressor, function unknown
EG13948	yobD	P67601	g1788123	Function unknown
EG13949	ydhO	P76190	g1787944	Putative peptidase, C40 clan, function unknown
EG13950	ydhP	P77389	g1787947	Putative transporter, function unknown; membrane protein
EG13951	ydhQ	P77552	g1787954	Function unknown
EG13952	ydhR	P0ACX3	g1787956	Predicted monooxygenase, function unknown; dimeric
EG13953	ydhS	P77148	g1787957	Function unknown
EG13954	ydhT	P77147	g1787958	Function unknown
EG13955	ydhU	P77409	g1787959	Function unknown, homologous to Salmonella PhsC
EG13956	ydhV	P76192	g1787962	Function unknown
EG13957	ydhW	P77564	g1787961	Function unknown
EG13958	ydhX	P77375	g87081954	Ferredoxin-like protein, function unknown
EG13959	ydhY	P0AAL6	g1787963	Function unknown
EG13960	ydhZ	P0ACX5	g1787964	Function unknown
EG13961	sufE	P76194	g1787969	Binds and stimulates SufS activity; in sufABCDSE operon involved in iron-sulfur center formation of FhuF; homodimeric
EG13962	sufS	P77444	g1787970	Cysteine desulfurase, stimulated by SufE; selenocysteine lyase
EG13963	sufD	P77689	g1787971	Complexed with SufC and SufD; in sufABCDSE operon involved in iron-sulfur center formation of FhuF
EG13964	sufC	P77499	g1787972	ABC-ATPase complexed with SufB and SufD, cytoplasmic; in sufABCDSE operon involved in iron-sulfur center formation of FhuF
EG13965	sufB	P77522	g87081955	Complexed with SufC and SufD
EG13967	ydiH	P64476	g1787975	Function unknown
EG13968	ydiI	P77781	g1787976	Acyl-CoA esterase in vitro, function unknown
EG13969	ydiJ	P77748	g1787977	Function unknown
EG13970	ydiK	P0AFS7	g1787979	Putative membrane permease, 9 TM helices; has predicted PurR box
EG13971	ydiL	P76196	g87081956	Function unknown
EG13972	ydiM	P76197	g1787981	Putative transporter, function unknown; no overexpression resistances found; membrane protein
EG13973	ydiN	P76198	g87081957	Putative transporter, function unknown; membrane protein; upregulated in shikimate-producer during carbon starvation
EG13974	ydiO	P0A9U8	g87081958	Function unknown
EG13975	ydiP	P77402	g1787987	Function unknown
EG13976	ydiQ	P76201	g2367123	Function unknown
EG13977	ydiR	P77378	g1787990	Function unknown
EG13978	ydiS	P77337	g1787991	Function unknown
EG13979	ydiT	P77714	g1787992	Function unknown
EG13980	ydiU	P77649	g1787999	Function unknown
EG13981	ydiV	P76204	g1788000	Function unknown
EG13983	arpB	P76205	g87081959	Putative regulatory protein with ankyrin repeats
EG13984	ydiY	P76206	g1788016	Putative outer membrane protein, acid-inducible; function unknow
EG13985	ydiZ	P64479	g1788018	Function unknown
EG13986	yniA	P77739	g1788019	Function unknown
EG13987	yniB	P76208	g1788020	Function unknown
EG13988	yniC	P77247	g1788021	2-deoxyglucose-6-P phosphatase; mutants are hypersensitive to 2-deoxyglucose; overproduction confers 2-deoxyglucose resistance; additional in vitro substrates: mannose-6-P phosphate, 2-deoxyribose-5-P, ribose-5-P, glucose-6-P; HAD1
EG13989	ydjM	P64481	g87081962	Function unknown
EG13990	ydjN	P77529	g1788024	Function unknown
EG13991	ydjO	P76210	g1788025	Function unknown
EG13992	cedA	P0AE60	g1788026	DNA-binding protein that modulates cell division; relieves inhibition of cell division after over-replication of chromosome in dnaAcos mutants
EG13993	cho	P76213	g1788037	Endonuclease involved in excision repair, cuts 3' of lesion; requires UvrAB
EG13994	ves	P76214	g87081963	Cold and stress-inducible protein, function unknown
EG13995	astE	P76215	g1788040	Probable succinylglutamate desuccinylase, arginine catabolism
EG13996	astB	P76216	g1788041	Succinylarginine dihydrolase, arginine catabolism
EG13997	astD	P76217	g1788042	Succinylglutamic semialdehyde dehydrogenase, NAD-dependent; arginine catabolism
EG13998	astA	P0AE37	g1788043	Probable arginine succinyltransferase, arginine catabolism
EG13999	astC	P77581	g1788044	Succinylornithine transaminase, mutant cannot catabolize arginine, overproduction complements argD mutants; carbon starvation protein
EG14000	ydjX	P76219	g87081964	Function unknown
EG14001	ydjY	P76220	g87081965	Probable lipoprotein, function unknown
EG14002	ydjZ	P76221	g1788049	Function unknown
EG14003	ynjA	P76222	g1788050	Function unknown
EG14004	ynjB	P76223	g87081966	Function unknown
EG14005	ynjC	P76224	g1788052	Function unknown
EG14006	ynjD	P76909	g1788053	Function unknown
EG14007	ynjE	P78067	g87081967	Rhodanese-like protein, function unknown; possible lipoprotein, Cys conserved
EG14008	ynjF	P76226	g87081968	Phosphatidylglycerophosphate synthase homolog, function unknown
EG14009	nudG	P77788	g1788056	5-hydroxy-CTP pyrophosphohydrolase; also hydrolyzes 2-hydroxy-dATP, 8-hydroxy-dGTP, CTP, dCTP and 5-methyl-dCTP
EG14010	ynjH	P76227	g1788057	Putative secreted protein, function unknown; DUF1496
EG14011	ynjI	P76228	g87081969	Function unknown
EG14012	yebN	P76264	g87081981	Function unknown
EG14013	flhE	P76297	g1788186	Function unknown, part of flhBAE operon
EG14014	yebO	P64499	g1788128	Function unknown
EG14015	ynhG	P76193	g1787968	Function unknown
EG14016	ynhF	Null	Null	Function unknown
EG14018	kdgR	P76268	g1788131	Regulator of kdgK, kdgT, eda; possibly regulates several other genes, e.g. yjgK
EG14019	yebQ	P76269	g87081983	Putative transporter, function unknown; no overexpression resistances found
EG14020	yebR	P76270	g1788136	Function unknown
EG14021	yebS	P0AD03	g1788137	Function unknown
EG14022	yebT	P76272	g87081984	Function unknown; upregulated by beryllium
EG14023	rsmF	P76273	g87081985	16S rRNA m(5)C1407 methyltransferase, SAM-dependent
EG14024	yebV	P64503	g87081986	Function unknown
EG14025	yebW	P76275	g87081987	Function unknown
EG14026	pphA	P55798	g87081988	Ser/Thr protein phosphatase 1; signals periplasmic protein misfolding; heat shock regulon
EG14027	yebY	P64506	g1788144	Function unknown
EG14028	yebZ	P76278	g1788145	Function unknown
EG14029	yobA	P0AA57	g1788146	Function unknown
EG14030	yobB	P76280	g1788148	Function unknown
EG14031	exoX	P0AEK0	g1788149	Exonuclease X; 3'-5' DNase; confers UV sensitivity in recJ, xseAB, sbcB background
EG14032	yecN	P64515	g87081993	Function unknown
EG14033	cmoA	P76290	g1788177	Probable tRNA(mcmo5U34)methyltransferase, SAM-dependent
EG14034	cmoB	P76291	g1788178	tRNA(mo5U34)methyltransferase, SAM-dependent
EG14035	flhB	P76299	g1788188	Flagellin export apparatus, substrate specificity protein; determines the order of subunit export
EG14036	yecR	P76308	g1788215	Novel verified lipoprotein, function unknown
EG14037	yecS	P0AFT2	g1788226	Putative amino acid ABC permease, function unknown; putative YecCS ABC transporter
EG14038	dcyD	P76316	g87082000	D-cysteine desulfhydrase; needed for protection from, and utilization of, D-cysteine
EG14039	yedP	P76329	g1788265	Predicted mannosyl-3-phosphoglycerate phosphatase; function unknown; HAD19
EG14040	yedQ	P76330	g87082007	Possible diguanylate cyclase, function unknown
EG14041	yedR	P76334	g87082008	Function unknown
EG14042	yedS	P76335	g87082009	Pseudogene reconstruction, outer membrane protein homolog
EG14044	yedV	P76339	g1788279	Probable histidine protein kinase sensor, function unknown
EG14045	yedW	P76340	g87082012	Probable response regulator, function unknown
EG14046	yedX	P76341	g1788281	Transthyretin-like protein, periplasmic, function unknown
EG14047	yedY	P76342	g1788282	Membrane-anchored, periplasmic TMAO, DMSO reductase; activity shown in vitro; Mo-MPT form of the molybdenum cofactor; tungsten cofactor
EG14048	yedZ	P76343	g1788283	Inner membrane heme subunit for periplasmic YedYZ reductase
EG14049	yodA	P76344	g1788284	Periplasmic cadmium binding protein; induced by cadmium and peroxide; binds zinc, nickel, cadmium; SoxS and Fur regulated
EG14050	yodB	P76345	g87082013	Function unknown
EG14051	yegH	P76389	g87082033	Function unknown
EG14052	yegI	P76393	g1788385	Function unknown
EG14053	yegJ	P76394	g1788386	Function unknown
EG14054	yegK	P76395	g1788387	Function unknown
EG14055	yegL	P76396	g1788388	Function unknown
EG14056	mdtA	P76397	g87082036	MdtABC-TolC efflux pump, multidrug resistance; membrane fusion protein, signal anchor
EG14057	mdtB	P76398	g1788390	MdtABC-TolC efflux pump, multidrug resistance; heterodimeric RND-type transporter
EG14058	mdtC	P76399	g1788391	MdtABC-TolC efflux pump, multidrug resistance; heterodimeric RND-type transporter
EG14059	yegP	P76402	g87082037	Function unknown
EG14060	yegQ	P76403	g1788397	Function unknown, U32 peptidase family
EG14061	yegR	P76406	g87082038	Probable lipoprotein, function unknown
EG14062	fbaB	P0A991	g87082042	Fructose 1,6-bisphosphate aldolase, class I
EG14063	yegT	P76417	g1788415	Putative nucleoside transporter, function unknown
EG14064	yegU	P76418	g1788416	Function unknown
EG14065	yegV	P76419	g1788417	Function unknown
EG14066	yegW	P0ACM5	g1788418	Putatitve DnaK-like chaperone, function unknown
EG14067	yegX	P76421	g87082043	Function unknown
EG14068	thiD	P76422	g1788420	Phosphomethylpyrimidine kinase, HMP-P kinase; hydroxymethylpyrimidine kinase, HMP kinase; bifunctional enzyme
EG14069	thiM	P76423	g1788421	Hydroxyethylthiazole kinase
EG14070	rcnR	P64530	g1788422	Transcriptional repressor of rcnA; nickel- and cobalt-responsive
EG14071	rcnA	P76425	g1788423	Probable nickel and cobalt efflux system; confers increased nickel and cobalt resistance; inner membrane protein
EG14072	yohN	P64534	g87082044	Function unknown; signal peptide predicted
EG14073	yeiS	P64536	g1788467	Function unknown
EG14074	yeiT	P76440	g1788468	Putative oxidoreductase, function unknown; upregulated in biofilms
EG14075	yeiU	P76445	g87082062	Undecaprenyl pyrophosphate phosphatase YeiU(UppP) activity, minor; physiological function unknown; overexpression rescues lethal UppP deficiency of a bacA, bcrC, pgpB triple mutant
EG14076	spr	P0AFV4	g1788501	Mutational suppressor of prc thermosensitivity, lipoprotein; putative peptidase, C40 clan
EG14077	rtn	P76446	g1788502	Overexpression confers resistance to phages lambda and N4
EG14078	yfaP	P76462	g1788556	Function unknown
EG14079	yfaQ	P76463	g1788557	Function unknown
EG14081	yfaS	P76464	g87082066	Function unknown
EG14082	yfaT	P76466	g87082068	Function unknown
EG14083	yfaU	P76469	g1788578	Putative HHED aldolase, function unknown
EG14084	yfaV	P76470	g87082071	Putative transporter, function unknown
EG14085	yfaW	P77215	g1788580	Putative dehydratase, function unknown
EG14086	yfaX	P77732	g1788581	Putative transcriptional regulator, function unknown
EG14087	yfaY	P77808	g1788583	Function unknown
EG14088	yfaZ	P76471	g87082072	Outer membrane protein, function unknown
EG14089	arnB	P77690	g87082073	UDP-4-amino-4-deoxy-L-arabinose synthase, lipid A metabolism; UDP-4"-ketopentose aminotransferase involved in a lipid A modification required for polymyxin B and cationic antimicrobial peptide resistance; L-glutamate is the amine donor
EG14090	arnC	P77757	g1788588	Undecaprenyl phosphate-alpha-L-ara4FN synthase; required for the modification of lipid A phosphates with aminoarabinose and resistance to polymyxin B and cationic antimicrobial peptides
EG14091	arnA	P77398	g1788589	UDP-glucuronate dehydrogenase and UDP-ara4N formyltransferase; this bifunctional enzyme catalyzes two steps in lipid A phosphate group modification by aminoarabinose that are required for polymyxin B and cationic antimicrobial peptide resistance
EG14092	yfbH	P76472	g1788590	Function unknown; Salmonella ortholog is in an operon that is regulated by pmrAB(basRS) and that is required for the modification of lipid A with aminoarabinose and resistance to polymyxin B
EG14093	arnT	P76473	g1788591	4-amino-4-deoxy-L-arabinose(Ara4N):Lipid A transferase; modifies lipid A phosphates with aminoarabinose and confers resistance to polymyxin B and cationic antimicrobial peptides; glycolipid donor is undecaprenyl phosphate-alpha-L-Ara4N
EG14094	yfbJ	P76474	g87082075	Required for swarming phenotype, function unknown; putative efflux pump, with YfbW
EG14095	yfbK	P76481	g1788606	Probable lipoprotein, function unknown; Cys conserved
EG14096	yfbL	P76482	g87082079	Peptidase homolog, function unknown
EG14097	yfbM	P76483	g1788608	Function unknown
EG14098	yfbN	P76484	g1788609	Function unknown
EG14099	yfbO	P76485	g1788610	Function unknown
EG14100	yfbP	P76486	g1788611	Function unknown
EG14101	yfbQ	P0A959	g1788627	Function unknown
EG14102	yfbR	P76491	g1788628	 Nucleotidase, 5'-monophosphates; only canonical deoxyribonucleoside used as substrates
EG14103	yfbS	P0AFU2	g1788629	Putative transporter, function unknown
